review,rating,date
My first time purchasing insurance they… My first time purchasing insurance they made it a very helpful and easy experience,5,"October 14, 2022"
I contacted Anthony there at TGI and… I contacted Anthony there at TGI and was asking about home ins. He informed me on the policy’s that they had and worked up a quote that was better than I had  so decided to join Branch ins. With  them . Anthony was very helpful and knowledgeable . Thanks !,5,"October 13, 2022"
Home Policy The process was completed thanks to Jessica Leishman at the Vivint Insurance.  She in full of information and always very helpful,5,"October 13, 2022"
Signing up for insurance was a breeze… Signing up for insurance was a breeze with Vanna! Saved some money too! Praying we have many years of business together!,5,"October 13, 2022"
Switched from Geico to Branch Spoke to sales agent Anna Martin and she was such a joy to talk to. It was so nice to have someone that listened and made the switch quick and easy. Branch was able to save me money while also getting me more coverage! I highly recommend getting a quote with Branch because they will beat the competition…I know I have called them all the past few days!,5,"October 13, 2022"
Brandon deserves a raise immediately Brandon is a an effective communicator with a wealth of knowledge about insurance. He was a pleasure to work with.Give this man a raise,5,"October 13, 2022"
Candace was very willing to address… Candace was very willing to address concerns. She was quick with the estimate and tailored it to my needs.,5,"October 12, 2022"
I changed my home and auto policies… I changed my home and auto policies from Travelers to Branch. The whole process was so easy to complete. I was able to do it all online. I saved a chunk of money by switching over. Couldn't be happier. Thanks,5,"October 11, 2022"
Thank you I like Insurance policy,5,"October 10, 2022"
Quick and painless switch and Daniel was very helpful answering any questions I had right away.,5,"October 10, 2022"
Easy Claim Process and the best rates for the premiums I chose Branch insurance for the best premium rates. the Insurance company is good only when it comes to claims. I raised a claim for the damaged roof due to hails and the entire process of claim was so easy. The claim was processed in time. I worked with Edna who rally helped me end to end in the entire process. I really appreciate the entire team of Branch Insurance.,5,"October 06, 2022"
great service saved so much money!,5,"October 10, 2022"
I had a very good experience with Louis… I had a very good experience with Louis as he explains every detail of the insurance policy.With a lot of kindness and patience to understand every detail.,5,"October 09, 2022"
Convenient Insurance Shopping - Very Affordable We discovered Branch while searching for home and auto insurance options. Their pricing is very competitive and they can offer a great price when you bundle and select some of their other options. Our insurance was continually rising by significant amounts and we never file claims. We would recommend that you look at Branch for your insurance options.,5,"October 09, 2022"
Kind & Professional service in every… Kind & Professional service in every way!,5,"October 09, 2022"
Enjoyed working with people Even on expanding  even things thearley,5,"October 09, 2022"
The person who worked on my claim was…Brad The person who worked on my claim was Brad and he was extremely helpful throughout the whole process!,5,"September 15, 2022"
best agent experience. Mr Cogliandolo was prompt and  very informative.  I would refer him to anyone,5,"October 07, 2022"
Customer Service Previous contact started and I delayed finalizing until today when my renewal arrive. Branch retrieved our information and promptly finalized policies with excellence. I will recommend to friends!,5,"October 06, 2022"
The agent was very friendly and helpful… The agent was very friendly and helpful great person to talk to.,5,"October 06, 2022"
Great Service Brandon very helpful from the beginning to the end. He explained everything in great detail and was easy to understand.,5,"October 06, 2022"
My insurance rep helped me out .the service was great and pleasant. Great help she was a great insurance rep,5,"September 14, 2022"
Edna Vindiola has been great through… Edna Vindiola has been great through this whole process.  From the time i called she assured us that they will take care of everything.  Edina has been great in communicating the whole process of our claim and took the time to investigate after coming up with the initial report. I went with Branch after being with my previous insurance for 20 plus years.  I was skeptical at first but very pleased that i made the choice to go with Branch.  Thank you Edna for everything you have done and Branch should be proud to have you as employee as you are defiantly a great asset.,5,"October 05, 2022"
He was very knowledgeable and patient… He was very knowledgeable and patient with me while I was dealing with rowdy children.,5,"October 06, 2022"
Michelle Moss was extraordinary Michelle Moss was extraordinarily helpful in helping us set up our Auto and Homeowners policies.  She was patient and informative as we had several non typical scenarios in our case.  We're very happy with our coverage but also with the service.,5,"September 30, 2022"
Edna Vindiola has been wonderful helping us throughout such a stressful time. She is always available when needed and so kind in discussing details about the entire claims process. I appreciate the great lengths she and her team went through when we needed help the most!,5,"September 01, 2022"
Great company Awesome job. Thanks,5,"October 04, 2022"
👍  Great This was the best quote I have received in four days thank you 😊. My agent was determined and motivated to give great customer service.,5,"October 04, 2022"
My home invasion was the most… My home invasion was the most terrifying experience I've ever experienced. The property stolen could never compare to my mental state that was affected. However Alison made me feel calm and comforted me. She made the process fast easy to understand and I felt that she was very empathetic. She supported me in a time of distress. I could not have gone through this without her. Now I know I made the right choice with this company.,5,"October 04, 2022"
I went through and insurance agency he… I went through and insurance agency he had a good experience with you all,5,"October 03, 2022"
Low rates w/ bad customer service This company lured me in with low rates. Their rates were almost too good to be true and significantly less than I had been paying to my previous insurer.Unfortunately my when I actually needed to file a claim the experience went downhill fast. The agent assigned to my claim provided false information regarding my coverage and directly stated things would be fully covered (minus my deductible). After two estimates and several calls back and forth I've come to learn that the information provided by the agent was false.Everyone makes mistakes and I don't fault the agent for making a mistake. The reason for my 1 star review is based on how that mistake was handled by Branch.The agent and her supervisor acknowledged that I was given incorrect information and was told that my claim would be covered. They they also refuse to honor the verbal commitment of coverage and have been very blasé about it. There was no attempt to make this right with the customer.My claim was assigned to an agent that didn't understand the claim process or my policy/coverage. I'm still trying to reach a resolution on what should actually be paid out and will likely be stuck with a very large bill to pay out of pocket.Based on my personal and honest experience I won't recommend branch insurance to anyone. My advice would be to choose a more reputable company that's better suited to handle actual claims. You don't want to be in my shoes or getting bad information or call center hot-potato when you have an unexpected repair bill.,1,"September 25, 2022"
My experience today was very… My experience today was very satisfactory. Am extremely pleased.,5,"October 02, 2022"
Signing up was easy and the insurance… Signing up was easy and the insurance is very easy and affordable!,5,"October 02, 2022"
I haven't  used it. Just joined. But I did notice the camper  wasn't  covered.,4,"October 02, 2022"
Great is the definitive word that… Great is the definitive word that describes the experience. Candace was detailed friendly well paced and polite.,5,"September 30, 2022"
Branch dumped me because I have a fuse… Branch dumped me because I have a fuse box.  In the Initial interview before you speak to the licensed agent.I wasn’t asked if I had a fuse box or a circuit box?  I paid for a year of insurance. It was taken out of my checking account immediately.  A few days later I was canceled. It will take a week + to receive my money. This put me in a dilemma no insurance no money what a waste of my time.,1,"September 27, 2022"
good service ,5,"September 29, 2022"
Excellent Christina was very helpful,5,"September 29, 2022"
I felt that Erik Webb was a very great… I felt that Erik Webb was a very great insurance agent very easy to talk to and he helped me pick out the best policy for me that meets my (thank you Erik webb)and If I know anybody that need insurance I'll make sure they give him a call 😊👍,5,"September 29, 2022"
Very nice experience and very helpful ,5,"September 29, 2022"
She was awesome she explain everything… She was awesome she explain everything on the house on the car and she was very good very professional I appreciate that she took the time to explain every coverage to me so I was very impressed I will get some more people to switch over I promise that but I need a discount on my insurance if I do that no I’m not just joking but if you can help me help me thank you very much,5,"September 29, 2022"
Outstanding customer service!!! ,5,"September 28, 2022"
Great Experience!! Yanni was great he looked at all options available and gave me the best price and coverage!!!,5,"September 28, 2022"
Claims Dept Has a Broken System They DO NOT have spanish speaking claims reps which should be a requirement in Texas. After reporting the claim the collision center finished the vehicle and had it ready for pickup but wouldn't release it due to not being paid by Branch. We reached out numerous times only to find out that the assigned claim adjuster was out of office and they had no way of getting someone else to fill in while the adjuster was out. We've tried getting in touch with a supervisor and got no response and every time you get in touch with someone on the claims line they can only submit new claims or send messages to the assigned adjuster on existing claims. They cannot review the details/get someone else to assist. This is a broken system that needs to be fixed because if your adjuster isn't working you'll be out of luck.,1,"September 26, 2022"
Auto Was very genuine and knowledgeable with answering all of my questions.,5,"September 28, 2022"
Reffer from my friend it’s good… Reffer from my friend it’s good insurance service,5,"September 28, 2022"
Service Agents very knowledgeable and…Insightful urance Service Agents very knowledgeable and thorough.,5,"September 28, 2022"
Amazing experience! Charles definitely helped us receive the right policy at a affordable rate! We saved money and we got more coverage by switching over! We definitely recommend Michael. C! His very knowledgeable about auto and home coverage to make sure your family is ready for any situation. Thanks!,5,"September 28, 2022"
Excellent Customer Experience I called to see about getting a better rate for my home and auto insurance. I spoke with Drew G he was knowledgeable thorough and friendly while helping me chose the correct coverages. A wonderful experience.,5,"September 28, 2022"
Home insurance excellent and friendly service,5,"September 28, 2022"
Enjoyed the experience of working with… Enjoyed the experience of working with the insurance agent!  No pressure and very informative. Thank you,5,"September 27, 2022"
insurance issues She was very helpful answered all my worries and helped me with the tech issues I appreciate all she did.,5,"September 27, 2022"
Nathan was very helpful in finding me… Nathan was very helpful in finding me the best coverage at the lowest rate possible! Very friendly and knowledgeable!,5,"September 27, 2022"
You came to my aid when I needed you. ,5,"September 25, 2022"
"Less than stellar.Website did not load properly over a period of 23 minutes.  Had to exit ""processing"" Branch website close all programs and completely re-start the computer.",2,"September 27, 2022"
Great experience and easy process. Tom Jann provided a good and smooth experience. Was knowledge on Insurance information and provided the best discounts possible. The whole process was quick  easy and to the point!,5,"September 27, 2022"
Jim needs a raise Jim is on it! We have been working with a unique case which thought would have been hard he handled it famously. Thank you!,5,"September 26, 2022"
The sign up process was easy with clear instructions and a working interface.,5,"September 26, 2022"
Eric Webb gave outstanding assistance. Eric Webb made my experience  easy  with his knowledge. Great to work with.,5,"September 26, 2022"
Friendly  easy process,5,"September 26, 2022"
Excellent job! Very thorough and saved me several hundred dollars.,5,"September 25, 2022"
Outstanding agency. Thank you so much for wonderful serviceMy agency is a awesome person.. very helpful and understanding 👍.,5,"September 25, 2022"
David was very professional friendly and professional to me. He is highly competent and was able to contact my adjuster within minutes. I asked him some other questions and he answered them for me.David is someone that should move up in the company. He is manager material and deserves a raise.I hope he will be told that he does an awesome job.,5,"September 25, 2022"
The cost was Great & I got renters &car… The cost was Great & I got renters &car insurance all in One much cheaper than what I was paying that's good because I'm Retired & helpes on my budget thank you,4,"September 25, 2022"
Reliable Helpful and prompt.,5,"September 25, 2022"
So far so good U guys r very good n helpful I am very happy to have you as my insurance  so far so good,5,"September 08, 2022"
Great experience Christina was of great assistance she was very thorough and professional.,5,"September 21, 2022"
Home and auto This process was quick and easy.,5,"September 22, 2022"
Good experience  over the phone… Good experience  over the phone straight to the point and better rates than other providers  .,5,"September 22, 2022"
Excellent Service ,5,"September 21, 2022"
Awesome to work with Brady. He makes it so easy!,5,"September 21, 2022"
Easy to use.  Saved about 600.00 dollars  good job Branch,5,"September 21, 2022"
Still I am learning anyway hopefully I… Still I am learning anyway hopefully I will not be disappointed.it’s just start. Thanks .    Arshad,5,"September 20, 2022"
He was very helpful throughout the… He was very helpful throughout the entire call,5,"September 20, 2022"
We had a vehicle incident earlier this… We had a vehicle incident earlier this year and the experience was not so great since the adjuster was from Sedgwick. It took me multiple emails and months of waiting. Finally it got to a point where I had to reach back out to Branch to resolve. Recently we had a home related claim to process and our adjuster Brian C. was quick fair and responsible. He was willing to explain the process throughly.,4,"September 20, 2022"
To be quite honest I am angry at myself To be quite honest I am angry.  I am VERY angry at myself.  Branch Insurance has been available in my state for ~ one year and I have been getting RIPPED OFF by my previous insurer.  I just started getting home and car insurance TODAY (09-20-2022) and cancelled my previous carrier.  The ~ 27 day refund of my previous 6 month car policy and ~ 209 day refund on my previous ONE YEAR home policy PAID 2/3's of my NEW Branch 6 month car policy and NEW Branch ONE YEAR HOME POLICY!!!!  I AM DELIGHTED with the price and very pleased by the service provided by Hugo (Branch Agent).  I would give SIX STARS if I could!!!  Also I am saving ~ 25% on my home+auto policies over the course of a year...that's REAL MONEY!!!,5,"September 18, 2022"
How to log in to my account Cristina Fonseca was very politeknowledgeableand helpful.I had just purchased a policy from Branch Insurance and she helped me log into my account?,5,"September 18, 2022"
I was coming home from dropping my… I was coming home from dropping my grandbabies off with their mom and a deer came across the road and rammed the drivers side of my cars headlight area and slid down the side of my car. I immediately made a claim as my headlight was damaged and not working properly amoung other things. The process from there was quickly handle and taken care of so fast I couldn't believe it! I will be recommending Branch to everyone I love! Excellent customer service!,5,"September 10, 2022"
Very pleased. Bundled auto & homeowner's policies saved me money.,5,"September 18, 2022"
The representative was very attentive… The representative was very attentive to my needs. Took care of my account.,5,"September 04, 2022"
Found my agent to be polite and… Found my agent to be polite and patient. Had a little trouble with the inventory on the app. But was finally able to complete it.,4,"September 13, 2022"
Very nice people ,5,"September 16, 2022"
Thomas is an amazing person to talk… Thomas is an amazing person to talk with and he answers any and all questions with the patience of a saint!!I can tell he is very intelligent and has the personality to go along with it. I don’t think I have ever talked to any insurance agent that wanted to make sure you understood what he was explaining like Thomas did. I feel that he is an absolute asset to your company.,5,"September 15, 2022"
Stellar Sales Representative!!! I just received auto coverage thru Branch today and the stellar sales team member Justin G. Was terrific!! I've never had an easier process and thorough sales representative when obtaining insurance!!! Thank you Justin G. and Branch!!!,5,"September 15, 2022"
I’m so glad to have this company. I had some concerns and had a contractor evaluate and say there was a lot of damage and it would be over $22k! When the adjuster assessed the property he found no damage! I really feel like he saved me from getting scammed out of a lot of money!!!,5,"September 15, 2022"
Very good Thanks to explaining,4,"September 15, 2022"
Great service Great experience,5,"September 15, 2022"
Erick is very impressive he is so… Erick is very impressive he is so amazing he made my day I love working with him and looking forward to work with him in the future 💕,5,"September 14, 2022"
Thank you Cierra Warstler! Cierra Warstler was very helpful and kind throughout the process of setting up my policy. She made a very great first impression of your company :),5,"September 13, 2022"
Excellent job ,5,"September 13, 2022"
Wow! Incredible service I was overwhelmed looking for insurance and finally landed on Branch Insurance. Busy and stressed I opened the chat feature to ask for assistance. Karly (my agent) was delightful to work with and got everything that I needed completed within minutes. She was pleasant and personable and truly made me feel like I was important. Agents like her are crucial to the customer service experience!  Thank you Karly!!,5,"September 13, 2022"
My representative Brad (I think that… My representative Brad (I think that was his name) was so helpful and reassuring about the whole process. Literally answering all my questions Brad (is that is his name) deserves a raise. Or some good cake at least. Thank you!,5,"September 13, 2022"
Happy with experience. ,5,"September 13, 2022"
My agent was easygoing inciteful and… My agent was easygoing inciteful and helpful the entire time thanks for the easy transaction in a difficult time,5,"September 13, 2022"
Great insurance experience and coverage Jamie Black is the best!,5,"September 12, 2022"
Great work on my file. ,5,"August 31, 2022"
Fast and easy service We got fast approved,5,"September 12, 2022"
Devon was very helpful caring and very… Devon was very helpful caring and very informative helped me figure out what I needed and want,5,"September 12, 2022"
DO NOT USE!  Customer service is terrible!,1,"September 12, 2022"
Branch Insurance We are very delighted about the services. The attendance and help that we receive in this personal case. Enda Vindiola excellente services. Thank You Branch Insurance.,5,"September 07, 2022"
Overly satisfied to say the least! Not only did Erik understand my concerns he also showed compassion and empathy which I feel is a rare in this market/Industry. Throughout the entire stressful process Erik showed me a true sense of a relationship versus just another business transaction. After numerous negative experiences dealing with him was a breathe of fresh air to say the least.  Through my back and forth of trying to find my home he never once showed any frustration or impatience during the entire process. I could tell he truly cared about me finding the home that was best fit for my needs.  As anyone that’s ever endured this process it’s known that it’s stressful to say the least. Yet somehow Erik always found a way to make me smile and relax he consistently gave me words of encouragement and made sure to answer all my questions. I am blown away by the service provided by him and would recommend him one thousand times over! THANK YOU ERIK!,5,"September 10, 2022"
Jamie great help...Thanks Jamie Black was excellent  explaining coverage pricing an helping get Pictures of car and home to the correct department.  a great experience working with her.,5,"September 08, 2022"
Great Very good help,5,"September 11, 2022"
Excellent friendly service! Nathan is a very patient and well spoken person and very personable and relatable. I very much enjoyed my experience working with him and look forward to having him a my official insurance agent.,5,"September 11, 2022"
I had to make a claim. I had to make a claim and it was easy to do.,5,"September 06, 2022"
Very professional polite and helpful. Answered all my questions and made me feel comfortable..,5,"September 11, 2022"
My experience was superb. I wish I had other need for insurance at this time. Personable knowledgeable authentic patient. I am now definitely going to be a repeat customer and spreader of the word. Proud of that young man.... Great job.,5,"September 07, 2022"
Great experience ,5,"September 09, 2022"
Superb customer service from Mrs. Edna Vindiola. Very knowledgeable and a true professional. She did everything she said she would do and called when she said she would call. Extremely pleased with this first time experience.,5,"September 08, 2022"
Emily was awesome and explained everything in details. We are very happy with everything,5,"September 08, 2022"
I have outstanding experience with Tom. He fulfill my expectations and gave me better quote for both home and auto.,5,"September 08, 2022"
Very pleased with Melanie Ghazawwi's… Very pleased with Melanie Ghazawwi's service.,5,"September 07, 2022"
Not much to review at this point. Was pleased withmy experience with Andy as an agent with VivintInsurance. He was very helpful and patient answeringmy questions AND listened to my somewhat tangentstories. A positive contact experience.,5,"September 07, 2022"
5 Star!Karly was very attentive and answering my questions and running multiple scenarios for me and making sure all needs were satisfied. She did a great job and I will definitely be reaching back out at renewal time with any questions and/or policy change requests.,5,"September 07, 2022"
Devon was very knowledgeable clear in her communication and got me exactly what I was looking for - the best insurance quote I could find!,5,"September 07, 2022"
She was very helpful and easy to… She was very helpful and easy to understand help me through the procedure did a very good job,5,"September 07, 2022"
I felt very comfortable with Louis he… I felt very comfortable with Louis he was very patient and extremely detailed on anything that I didn't understand.,5,"September 07, 2022"
I am disgusted!!! This has got to be the worst insurance company I have ever dealt with in my life. The customer service is horrible the communication is horrible everything about this company and the way they handle customer's that don't have a policy with them makes me sick to my stomach!! I have been waiting for over a week now to get an update on a claim for an individual they insure. There is no urgency whatsoever due to the fact the accident was caused by their policy holder. You people should be ashamed. It literally takes a couple minutes to give someone an update and treat them with the decency they deserve!! They have not attempted to reach out to me once I have no vehicle to drive and no idea what is going on because the employees assigned to handle my claim are incompetent.,1,"September 07, 2022"
Erik was super helpful and helped me… Erik was super helpful and helped me get the best coverage I needed while walking me through all of the options I had available to me. If I ever need future insurance advice I'll be sure to go to Erik first!,5,"September 07, 2022"
Rachael Bongivonni is exceptional!! She made this process effortless and eased my fears of the unknown. I’ve thankfully never encountered the unfortunate situation but I am grateful Rachael was the person I got to work with. She’s knowledgeable and dependable. I would say she certainly must be an asset to your company. Thank you.,5,"September 07, 2022"
Erik was extremely helpful and great to… Erik was extremely helpful and great to work with. He made switching car insurance very easy and now I will be saving tons of money every month! He also made sure I knew everything about my plan and the branch insurance app.,5,"September 06, 2022"
Miss Vanna Black was so kind  she stay on other end of phone helping me until we finishThanks miss Mosley,5,"September 04, 2022"
Deon was great at assisting me with… Deon was great at assisting me with this claim.,5,"September 06, 2022"
The agent was very knowledgeable and… The agent was very knowledgeable and helpful,5,"September 06, 2022"
This was the easiest insurance purchase… This was the easiest insurance purchase I have ever had,5,"September 06, 2022"
No additional comments ,5,"September 06, 2022"
OMG I saved thousands $$$ OMG I just saved thousands of dollars on auto and homeowners insurance the same coverage I had with Allstate. Thank you!,5,"September 06, 2022"
Superb Excellent provider,5,"September 06, 2022"
Good It is great thank you so much!,5,"September 06, 2022"
I got my insurance from Jordan and she… I got my insurance from Jordan and she was very helpful in getting me to the right place and the insurance that i needed thank you very much,5,"September 06, 2022"
My daughter told me About this company… My daughter told me About this company now I'm paying a lot less.with what i was paying my old car insurance.,5,"September 03, 2022"
Great work from you guys and Manu… Great work from you guys and Manu should get a raise right away.,5,"September 02, 2022"
Got a great price better than I thought Called and got a representative really quick and so nice and helpful and great price,5,"September 02, 2022"
The Lady with patience and kindness Candice knows her job and answered all my questions about the BRANCH company. She was able to consolidate policies on two homes and two vehicles.She was able to save me 4% on my policies going paperless WOW.Thank you for your friendly attitude and having patience with this old man.,5,"September 02, 2022"
Exactly what insurance should be in 2022 ,5,"September 02, 2022"
Ashley was awesome in taking me through… Ashley was awesome in taking me through the conversion from my current insurance to branch. Seamless and very professional in every way. Plus I am saving almost $800 per year.,5,"September 02, 2022"
Awesome Customer Service Very nice and helpful made getting insurance easy!,5,"September 02, 2022"
Great customer service. Deon was really helpful and stayed on top of the case every day until everything got taken cared of.,5,"September 02, 2022"
Dean making things go smoothly and efficient Dean help communication go smoothly and efficient. He communicated all the troubles and help resolve them as soon as they came. He even used some of his extra time to help out in my situation. He even kept me updated with important information. The branch phone line was complicated like I had to punch in different numbers and usually I could patch through to Dean but thankfully once I reached him he was really attentive to my messages and voice mail making things go smoothly and quicker.,5,"September 02, 2022"
Awesome Adjuster Angelina has nothing but attentive to my case. She has gone out of her way to make sure what we needed was taken care of without hesitation. She has been up on things from the beginning and says she will continue to so until our claim is settled. Please recognize her for her awesome kindness and knowledge to our situation.,5,"September 01, 2022"
Excellent help thanks Branch  because have great professionals assistant to your costumers!!,5,"September 01, 2022"
Everything has been delightful with… Everything has been delightful with Branch during my 1st real bad opps while driving. Just getting through the tow so far and service has been amazing!,5,"September 01, 2022"
Easy setup thk u ,5,"September 01, 2022"
Rachael Bongivonni was a pleasure to… Rachael Bongivonni was a pleasure to work with very responsive and kept me in the loop during the entire process.,5,"September 01, 2022"
The Big Companies Don't Mean Better!!! I have been with Geico for my homes/cars for over 30 years.  I recently made a switch to Progressive and was a big mistake.  They messed up the handoff on my autos and was a huge disaster for me.  Emily was able to come into that mess and get us squared away and was very responsive intelligent and helpful all the way.,5,"September 01, 2022"
Louis Quinones was very friendly and… Louis Quinones was very friendly and walked me through everything and answered all my questions,5,"August 31, 2022"
Awesome service Awesome and fast service.,5,"August 31, 2022"
Your agent BRILLIANT Ben Murphy Your agentBen Murphy met with me in my home saving me time and effort to meet elsewhere (because I recently moved here from another state) so this simplified the meeting for me. He had all the answers to my many questions…consequently he was able to quickly find excellent policies for my needs. It was a wonderful experience finding someone so knowledgeable and helpful!,5,"August 31, 2022"
Lewis was very helpful and considerate… Lewis was very helpful and considerate in explaining the coverage and rating of the Branch Company.,5,"August 29, 2022"
My only complaint was finding the errors on my form before being allowed to connect to my bank. The errors were not identified by an icon in the area where they occurred or not mentioned where the website identified the number of errors. I spend a lot of time on this one and nearly applied for a different insurance.,4,"August 29, 2022"
Very easy and prompt. Friendly service as well! I received more coverage and services than with my previous provider and saved a bunch of money!,5,"August 29, 2022"
I was in a bind and needed fast help. Erik was so helpful and reassuring.  He explained everything and made sure i knew exactly what i was getting and what i needed to do.  i would (and already have) recommend all my friends to call Erik @ Branch Insurance.Thank you so much for all your help and for the amazing coverage!,5,"August 29, 2022"
Mariah made this change a very positive… Mariah made this change a very positive one! She was VERY helpful and answered ALL of my questions! Thank you so much for having such GREAT customer relations!!!,5,"August 29, 2022"
Confident I made the right choice Tom was great to work with.  He explained things clearly and took his time.  I feel confident I made the right decision to insure with Branch.,5,"August 29, 2022"
Auto insurance ,5,"August 29, 2022"
So far great! Easy to understand.,5,"August 28, 2022"
Rockstar Rachel Rachael you as beyond personal and really caring. The fact that she reached out to me on a Sunday was amazing.,5,"August 28, 2022"
A very excellent agent! Thanks for your help!,5,"August 27, 2022"
Cierra was extremely helpful and… Cierra was extremely helpful and professional I'm looking forward to a better customer service experience here than my previous insurance company.,5,"August 26, 2022"
Vincent's review Very understanding active listening and great help. Really helped me alot in 30 minutes more than any other person with other insurance companies,5,"August 26, 2022"
He was very Helpful he got in the Job… Lincoln Harkins was very Helpful he got on the Job right away with no problems I was very pleased with him thank you! He took care of me and was able to help me with my problem Great Guy!,5,"August 26, 2022"
I loved working with Adrian ,5,"August 25, 2022"
I had a very positive agent.  She answered all of my questions to my satisfactory. I enjoyed her.,5,"August 25, 2022"
Easy to sign up and save. I just completed the online purchase of home and auto insurance through Branch.  The purchase process was easy taking less than 45 minutes for me to adjust the premiums deductions and scrutinize the fine print for a home and four cars. I can only hope that their prices and customer experience stay at this level down the road but I feel we're off to a good start!,5,"August 25, 2022"
Good Very good you’re experienced,5,"August 25, 2022"
Allison was great Service was excellent,5,"August 25, 2022"
Kelly is great to work with. ,5,"August 25, 2022"
Excellent service I was very satisfied with service that I received...,5,"August 25, 2022"
You Best employee! This delightful young lady was top-notch professional and spot-on alert to what we needed and knew the quickest and best path to get there!   I appreciate the high level of professionalism we were given!,5,"August 24, 2022"
Review for Brad I talked with Brad Finkbeiner and he was extremely professional and personable. He answered all of my questions quickly and completely and let me know what the next steps are going to be. I feel confident that he gave me correct information and that he going to make sure that my issues are resolved. It was a great experience.,5,"August 24, 2022"
Extremely helpful I’m really satisfied with the service provided by Amber Para. She was amazing with helping me understand everything! Amber exceeded at providing customer service and succeeded in getting the job done. Thank you Amber!!!,5,"August 24, 2022"
All my questions explained in detail… All my questions explained in detail with patience and guided me on the options that are right,5,"August 24, 2022"
Enjoyed the experience the staff quick… Enjoyed the experience the staff quick and efficient got my house insured fast and easy.,5,"August 23, 2022"
Branch has been very helpful . Branch has been very helpful reviewing the cost and coverage and knowledge of the contract.,5,"August 23, 2022"
Super helpful and nice! ,5,"August 23, 2022"
New customer. Great experience. Our Branch Insurance representative was exceptionally professional and very knowledgeable. On top of that he was friendly and efficient. Great to work with!,5,"August 23, 2022"
Louis Quinones is the best! Louis Quinones is one of the best representatives I’ve ever spoken to within the auto insurance companies. He answered the many questions I asked he was patient with me throughout the whole process and helped me enroll into an awesome auto insurance policy. He is professional and is well spoken. Last his knowledge about auto insurance is great!,5,"August 22, 2022"
Cierra Warstler was excellent. She explained everything so I could understand. If she noticed I was confused she would explain in more detail. Great customer service and definitely would recommend this company.,5,"August 22, 2022"
Eric was nice and polite and patient. I switched my insurance at the same day. He is a valuable agent.,5,"August 22, 2022"
Deon Jones did an awesome job. Very quick in responding and very clear in explaining the process and answering the questions. He made the entire process seamless and easy. Thank you for the excellent service,5,"August 22, 2022"
Helped me find a lower rate on my… Helped me find a lower rate on my homeowners insurance. Very knowledgeable and helpful.,5,"August 22, 2022"
constructive Very helpfuland informative.,5,"August 19, 2022"
Louis was very professional and… Louis was very professional and extremely helpful explaining my options.,5,"August 19, 2022"
Ashley was amazing.  Patient and very informative!!  I felt like I was dealing with a most competent person!!  Precisely what one wants when dealing with insurance coverage.,5,"August 19, 2022"
great help great customer service and excellent listening skills,5,"August 18, 2022"
As far as calls I've had through… As far as calls I've had through insurance companies probably the best I had. Organized and quick to handle any questions I had.,5,"August 18, 2022"
This company is a joke! We were not satisfied with the contractor company and we asked branch insurance that we do not need their service. Our adjuster Mr. X who replaced Ms. Y who was replaced by Mr. Z (within 24 hours) and advised us that we can stop their service and do the work with someone of our choice. And now after 2 days I called to get the status of our claim and they told us that OUR CLAIM IS CLOSED. WTH? Every time you call them they will assign you a new adjuster who will tell you a new story. Also if you call Branch and tell them your problem the customer service representative will tell you that he/she will connect you with a supervisor and then there will be a long hold and there will be no NO SUPERVISOR. This company is a Joke!,1,"August 18, 2022"
good Good PR excellent service-product,5,"August 18, 2022"
Easy Super easy experience,5,"August 18, 2022"
Daniel Hawkins was a pleasure to work… Daniel Hawkins was a pleasure to work with . Very knowledgeable on your products and walked us through the process! Glad to be part of the Branch family!,5,"August 17, 2022"
"Branch is my new best friend! We were excited we finally found a new house to buy but the excitement was quickly squelched when I started searching for homeowners insurance.  I made dozens of calls during the last two weeks and was getting pretty down because the prices were so high... then today I googled the ""best homeowners insurance"" and an article came up with Branch Insurance being the top choice.  I called and talked to Tom Jann and he quoted me prices for home and auto that made me smile.  The quotes were 1/3 of what Geico quoted and $1000 less than my best quote from Farmers which didn't give near the coverage I'm getting from Branch.  The auto Insurance was literally $100 less a month than the same Farmers quote.  ... thank you so very much Branch Insurance for being my new best friend!!",5,"August 16, 2022"
The process was quick and easy.  All questions were completely explained and answered.  Devon was easy to speak with and was knowledgeable.  Appreciate the friendly way this was approached.,5,"August 16, 2022"
Louis was a very friendly and pleasant… Louis was a very friendly and pleasant person to talk to. He new what he was talking about and I love people who understands me and gives me a good feeling when talking to him. He smiles and laughs over the phone that is a good start to business. Thank you Louis.,5,"August 15, 2022"
Quick easy and good price!!,5,"August 14, 2022"
Erica was very patient to answer all my… Erica was very patient to answer all my questions and helped me choose the best insurance Auto and Home insurance,5,"August 13, 2022"
PERSONABLE  KNOWLEDGEABLE  BUSINESS LIKE   CAREFUL  AND MOST IMPORTANTLY SHE TOOK HER TIME TO EXPLAIN THE DYNAMICS  OF THE IMPORTANCE OF HAVING INSURANCE    ( GOOD COMPANY REPRESENTATIVE / JOB (1).  THANK YOU!!      SOPHIA,5,"August 13, 2022"
Jeremiah was patient and went into… Jeremiah was patient and went into every detail to make sure that we understood every aspect of the policy and our options Jeremiah is the best,5,"August 12, 2022"
